Name,Runtime,analysis,config,data.group1,data.group2,acc@1,acc@5,acc@N
VisDiff-MetaShift,74,,configs/sweep_metashift_purity1.0_seed0/207.yaml,mirror(toilet),mirror(towel),0.5,0.5,0.5
VisDiff-MetaShift,119,,configs/sweep_metashift_purity1.0_seed0/208.yaml,mirror(pillow),mirror(chair),0.0,0.0,0.0
VisDiff-MetaShift,115,,configs/sweep_metashift_purity1.0_seed0/209.yaml,mirror(cup),mirror(picture),0.0,0.0,0.0
VisDiff-MetaShift,118,,configs/sweep_metashift_purity1.0_seed0/210.yaml,mirror(counter),mirror(bowl),0.0,0.0,0.0
VisDiff-MetaShift,119,,configs/sweep_metashift_purity1.0_seed0/211.yaml,logo(surfboard),logo(shoe),0.5,1.0,1.0
VisDiff-MetaShift,77,,configs/sweep_metashift_purity1.0_seed0/212.yaml,logo(laptop),logo(shoe),0.5,0.5,0.5
VisDiff-MetaShift,115,,configs/sweep_metashift_purity1.0_seed0/213.yaml,logo(sign),logo(plate),0.0,0.0,0.0
VisDiff-MetaShift,116,,configs/sweep_metashift_purity1.0_seed0/214.yaml,logo(motorcycle),logo(door),0.5,0.5,0.5
VisDiff-MetaShift,78,,configs/sweep_metashift_purity1.0_seed0/215.yaml,logo(shirt),logo(shoe),0.0,0.0,0.0
VisDiff-MetaShift,118,,configs/sweep_metashift_purity1.0_seed0/216.yaml,tower(building),tower(clock),0.0,0.0,0.0
VisDiff-MetaShift,117,,configs/sweep_metashift_purity1.0_seed0/217.yaml,tower(car),tower(man),0.0,0.0,0.0
VisDiff-MetaShift,79,,configs/sweep_metashift_purity1.0_seed0/218.yaml,tower(person),tower(man),0.0,0.0,0.0
VisDiff-MetaShift,78,,configs/sweep_metashift_purity1.0_seed0/219.yaml,tower(building),tower(sky),0.0,0.0,0.0
VisDiff-MetaShift,75,,configs/sweep_metashift_purity1.0_seed0/220.yaml,tower(fence),tower(sky),0.0,0.0,0.0
VisDiff-MetaShift,119,,configs/sweep_metashift_purity1.0_seed0/221.yaml,truck(man),truck(cone),0.0,0.0,0.0
VisDiff-MetaShift,116,,configs/sweep_metashift_purity1.0_seed0/222.yaml,truck(bag),truck(airplane),0.0,0.0,0.0
VisDiff-MetaShift,122,,configs/sweep_metashift_purity1.0_seed0/223.yaml,truck(woman),truck(van),0.0,0.0,0.0
VisDiff-MetaShift,117,,configs/sweep_metashift_purity1.0_seed0/224.yaml,truck(grass),truck(tree),0.0,1.0,1.0
VisDiff-MetaShift,76,,configs/sweep_metashift_purity1.0_seed0/225.yaml,truck(woman),truck(vehicle),0.0,0.0,0.0
VisDiff-MetaShift,115,,configs/sweep_metashift_purity1.0_seed0/226.yaml,people(purse),people(goggles),0.0,0.0,0.0
VisDiff-MetaShift,122,,configs/sweep_metashift_purity1.0_seed0/227.yaml,people(cup),people(box),0.0,0.0,0.0
VisDiff-MetaShift,118,,configs/sweep_metashift_purity1.0_seed0/228.yaml,people(jacket),people(umbrellas),0.0,0.5,0.5
VisDiff-MetaShift,119,,configs/sweep_metashift_purity1.0_seed0/229.yaml,people(fence),people(ball),0.0,0.0,0.0
VisDiff-MetaShift,120,,configs/sweep_metashift_purity1.0_seed0/230.yaml,people(suit),people(bicycle),1.0,1.0,1.0
VisDiff-MetaShift,120,,configs/sweep_metashift_purity1.0_seed0/231.yaml,building(truck),building(crowd),0.5,0.5,0.5
VisDiff-MetaShift,118,,configs/sweep_metashift_purity1.0_seed0/232.yaml,building(snow),building(bike),0.5,0.5,0.5
VisDiff-MetaShift,120,,configs/sweep_metashift_purity1.0_seed0/233.yaml,building(house),building(boat),0.0,0.5,0.5
VisDiff-MetaShift,116,,configs/sweep_metashift_purity1.0_seed0/234.yaml,building(tower),building(woman),1.0,1.0,1.0
VisDiff-MetaShift,115,,configs/sweep_metashift_purity1.0_seed0/235.yaml,building(trees),building(traffic light),0.0,0.5,0.5
VisDiff-MetaShift,118,,configs/sweep_metashift_purity1.0_seed0/236.yaml,trees(man),trees(mountains),0.0,0.0,0.0
VisDiff-MetaShift,114,,configs/sweep_metashift_purity1.0_seed0/237.yaml,trees(snow),trees(house),0.0,0.5,0.5
VisDiff-MetaShift,92,,configs/sweep_metashift_purity1.0_seed0/238.yaml,trees(truck),trees(snow),0.0,0.5,0.5
VisDiff-MetaShift,120,,configs/sweep_metashift_purity1.0_seed0/239.yaml,trees(pole),trees(giraffe),0.0,0.0,0.0
VisDiff-MetaShift,77,,configs/sweep_metashift_purity1.0_seed0/240.yaml,trees(truck),trees(boy),0.5,1.0,1.0
VisDiff-MetaShift,118,,configs/sweep_metashift_purity1.0_seed0/241.yaml,street(lamp),street(trash can),0.5,0.5,0.5
VisDiff-MetaShift,120,,configs/sweep_metashift_purity1.0_seed0/242.yaml,street(truck),street(traffic light),0.5,0.5,0.5
VisDiff-MetaShift,115,,configs/sweep_metashift_purity1.0_seed0/243.yaml,street(suv),street(skateboard),0.5,1.0,1.0
VisDiff-MetaShift,117,,configs/sweep_metashift_purity1.0_seed0/244.yaml,street(box),street(bike),0.0,0.0,0.0
VisDiff-MetaShift,120,,configs/sweep_metashift_purity1.0_seed0/245.yaml,street(fence),street(man),0.0,0.5,0.5
VisDiff-MetaShift,118,,configs/sweep_metashift_purity1.0_seed0/246.yaml,bench(person),bench(trunk),0.0,0.5,0.5
VisDiff-MetaShift,123,,configs/sweep_metashift_purity1.0_seed0/247.yaml,bench(window),bench(bottle),0.0,0.5,0.5
VisDiff-MetaShift,122,,configs/sweep_metashift_purity1.0_seed0/248.yaml,bench(man),bench(tree),0.5,0.5,0.5
VisDiff-MetaShift,80,,configs/sweep_metashift_purity1.0_seed0/249.yaml,bench(bushes),bench(trunk),0.0,0.0,0.0
VisDiff-MetaShift,125,,configs/sweep_metashift_purity1.0_seed0/250.yaml,bench(water),bench(trash can),0.5,0.5,0.5
VisDiff-MetaShift,118,,configs/sweep_metashift_purity1.0_seed0/251.yaml,platform(people),platform(woman),0.0,0.0,0.0
VisDiff-MetaShift,117,,configs/sweep_metashift_purity1.0_seed0/252.yaml,platform(fence),platform(person),0.0,0.5,0.5
VisDiff-MetaShift,76,,configs/sweep_metashift_purity1.0_seed0/253.yaml,platform(train),platform(woman),1.0,1.0,1.0
VisDiff-MetaShift,37,,configs/sweep_metashift_purity1.0_seed0/254.yaml,platform(train),platform(person),0.5,1.0,1.0
VisDiff-MetaShift,96,,configs/sweep_metashift_purity1.0_seed0/255.yaml,platform(person),platform(man),0.0,0.5,0.5
VisDiff-MetaShift,120,,configs/sweep_metashift_purity1.0_seed0/256.yaml,surfer(surfboard),surfer(wetsuit),0.5,0.5,0.5
VisDiff-MetaShift,78,,configs/sweep_metashift_purity1.0_seed0/257.yaml,surfer(surfboard),surfer(water),0.0,1.0,1.0
VisDiff-MetaShift,54,,configs/sweep_metashift_purity1.0_seed0/258.yaml,surfer(water),surfer(wetsuit),1.0,1.0,1.0
VisDiff-MetaShift,122,,configs/sweep_metashift_purity1.0_seed0/259.yaml,surfboard(woman),surfboard(people),1.0,1.0,1.0
VisDiff-MetaShift,120,,configs/sweep_metashift_purity1.0_seed0/260.yaml,surfboard(sand),surfboard(man),0.0,1.0,1.0
VisDiff-MetaShift,121,,configs/sweep_metashift_purity1.0_seed0/261.yaml,surfboard(surfer),surfboard(boy),0.5,1.0,1.0
VisDiff-MetaShift,77,,configs/sweep_metashift_purity1.0_seed0/262.yaml,surfboard(surfer),surfboard(water),0.5,0.5,0.5
VisDiff-MetaShift,55,,configs/sweep_metashift_purity1.0_seed0/263.yaml,surfboard(man),surfboard(boy),1.0,1.0,1.0
VisDiff-MetaShift,120,,configs/sweep_metashift_purity1.0_seed0/264.yaml,ocean(woman),ocean(kite),0.0,0.5,0.5
VisDiff-MetaShift,120,,configs/sweep_metashift_purity1.0_seed0/265.yaml,ocean(sky),ocean(person),0.0,0.5,0.5
VisDiff-MetaShift,77,,configs/sweep_metashift_purity1.0_seed0/266.yaml,ocean(woman),ocean(man),1.0,1.0,1.0
VisDiff-MetaShift,91,,configs/sweep_metashift_purity1.0_seed0/267.yaml,ocean(person),ocean(boat),1.0,1.0,1.0
VisDiff-MetaShift,56,,configs/sweep_metashift_purity1.0_seed0/268.yaml,ocean(man),ocean(person),0.5,0.5,0.5
VisDiff-MetaShift,118,,configs/sweep_metashift_purity1.0_seed0/269.yaml,person(surfboard),person(shorts),1.0,1.0,1.0
VisDiff-MetaShift,125,,configs/sweep_metashift_purity1.0_seed0/270.yaml,person(can),person(bench),0.0,0.0,0.0
VisDiff-MetaShift,116,,configs/sweep_metashift_purity1.0_seed0/271.yaml,person(bracelet),person(umbrellas),0.0,0.0,0.0
VisDiff-MetaShift,121,,configs/sweep_metashift_purity1.0_seed0/272.yaml,person(bowl),person(woman),0.0,0.5,0.5
VisDiff-MetaShift,78,,configs/sweep_metashift_purity1.0_seed0/273.yaml,person(surfboard),person(tray),1.0,1.0,1.0
VisDiff-MetaShift,118,,configs/sweep_metashift_purity1.0_seed0/274.yaml,skis(person),skis(backpack),0.5,0.5,0.5
VisDiff-MetaShift,116,,configs/sweep_metashift_purity1.0_seed0/275.yaml,skis(snow),skis(skier),0.0,0.5,0.5
VisDiff-MetaShift,77,,configs/sweep_metashift_purity1.0_seed0/276.yaml,skis(person),skis(man),0.5,0.5,0.5
VisDiff-MetaShift,55,,configs/sweep_metashift_purity1.0_seed0/277.yaml,skis(man),skis(skier),0.0,0.0,0.0
VisDiff-MetaShift,53,,configs/sweep_metashift_purity1.0_seed0/278.yaml,skis(skier),skis(backpack),0.5,1.0,1.0
VisDiff-MetaShift,119,,configs/sweep_metashift_purity1.0_seed0/279.yaml,kitchen(man),kitchen(faucet),1.0,1.0,1.0
VisDiff-MetaShift,118,,configs/sweep_metashift_purity1.0_seed0/280.yaml,kitchen(stove),kitchen(woman),1.0,1.0,1.0
VisDiff-MetaShift,75,,configs/sweep_metashift_purity1.0_seed0/281.yaml,kitchen(stove),kitchen(refrigerator),0.5,1.0,1.0
VisDiff-MetaShift,119,,configs/sweep_metashift_purity1.0_seed0/282.yaml,kitchen(chair),kitchen(drawer),0.0,0.0,0.0
VisDiff-MetaShift,112,,configs/sweep_metashift_purity1.0_seed0/283.yaml,kitchen(cabinets),kitchen(cabinet),0.0,0.0,0.0
VisDiff-MetaShift,126,,configs/sweep_metashift_purity1.0_seed0/284.yaml,fork(container),fork(table),0.0,0.5,0.5
VisDiff-MetaShift,127,,configs/sweep_metashift_purity1.0_seed0/285.yaml,fork(cup),fork(chair),0.0,0.0,0.0
VisDiff-MetaShift,127,,configs/sweep_metashift_purity1.0_seed0/286.yaml,fork(knife),fork(food),0.0,0.5,0.5
VisDiff-MetaShift,97,,configs/sweep_metashift_purity1.0_seed0/287.yaml,fork(table),fork(cheese),0.0,0.5,0.5
VisDiff-MetaShift,120,,configs/sweep_metashift_purity1.0_seed0/288.yaml,fork(bread),fork(person),0.0,0.5,0.5
VisDiff-MetaShift,118,,configs/sweep_metashift_purity1.0_seed0/289.yaml,stove(counter),stove(bowl),0.0,0.0,0.0
VisDiff-MetaShift,118,,configs/sweep_metashift_purity1.0_seed0/290.yaml,stove(pan),stove(bottle),0.0,0.5,0.5
VisDiff-MetaShift,119,,configs/sweep_metashift_purity1.0_seed0/291.yaml,stove(drawer),stove(table),0.0,0.5,0.5
VisDiff-MetaShift,119,,configs/sweep_metashift_purity1.0_seed0/292.yaml,stove(cabinets),stove(shelf),0.5,0.5,0.5
VisDiff-MetaShift,122,,configs/sweep_metashift_purity1.0_seed0/293.yaml,stove(oven),stove(refrigerator),1.0,1.0,1.0
VisDiff-MetaShift,121,,configs/sweep_metashift_purity1.0_seed0/294.yaml,shirt(man),shirt(coat),0.0,0.0,0.0
VisDiff-MetaShift,77,,configs/sweep_metashift_purity1.0_seed0/295.yaml,shirt(man),shirt(jacket),0.5,0.5,0.5
VisDiff-MetaShift,127,,configs/sweep_metashift_purity1.0_seed0/296.yaml,shirt(bear),shirt(sweater),0.0,0.5,0.5
VisDiff-MetaShift,97,,configs/sweep_metashift_purity1.0_seed0/297.yaml,shirt(jacket),shirt(bed),0.0,0.0,0.0
VisDiff-MetaShift,82,,configs/sweep_metashift_purity1.0_seed0/298.yaml,shirt(tie),shirt(bed),0.5,1.0,1.0
VisDiff-MetaShift,121,,configs/sweep_metashift_purity1.0_seed0/299.yaml,hat(man),hat(hair),0.0,0.5,0.5
VisDiff-MetaShift,77,,configs/sweep_metashift_purity1.0_seed0/300.yaml,hat(man),hat(dog),0.0,0.0,0.0
VisDiff-MetaShift,81,,configs/sweep_metashift_purity1.0_seed0/301.yaml,hat(man),hat(table),0.0,0.5,0.5
VisDiff-MetaShift,54,,configs/sweep_metashift_purity1.0_seed0/302.yaml,hat(dog),hat(table),0.0,0.5,0.5
VisDiff-MetaShift,79,,configs/sweep_metashift_purity1.0_seed0/303.yaml,hat(dog),hat(wall),0.0,0.5,0.5
VisDiff-MetaShift,122,,configs/sweep_metashift_purity1.0_seed0/304.yaml,pan(table),pan(pizza),0.0,0.5,0.5
VisDiff-MetaShift,92,,configs/sweep_metashift_purity1.0_seed0/305.yaml,pan(pizza),pan(counter),0.5,0.5,0.5
VisDiff-MetaShift,80,,configs/sweep_metashift_purity1.0_seed0/306.yaml,pan(stove),pan(counter),1.0,1.0,1.0
VisDiff-MetaShift,79,,configs/sweep_metashift_purity1.0_seed0/307.yaml,pan(wall),pan(counter),0.0,0.0,0.0
VisDiff-MetaShift,37,,configs/sweep_metashift_purity1.0_seed0/308.yaml,pan(table),pan(counter),0.5,0.5,0.5
VisDiff-MetaShift,121,,configs/sweep_metashift_purity1.0_seed0/309.yaml,basket(man),basket(table),0.5,0.5,0.5
VisDiff-MetaShift,117,,configs/sweep_metashift_purity1.0_seed0/310.yaml,basket(floor),basket(food),0.5,0.5,0.5
VisDiff-MetaShift,96,,configs/sweep_metashift_purity1.0_seed0/311.yaml,basket(food),basket(bag),0.5,0.5,0.5
VisDiff-MetaShift,51,,configs/sweep_metashift_purity1.0_seed0/312.yaml,basket(man),basket(floor),0.0,0.0,0.0
VisDiff-MetaShift,37,,configs/sweep_metashift_purity1.0_seed0/313.yaml,basket(floor),basket(bag),0.0,0.5,0.5
VisDiff-MetaShift,125,,configs/sweep_metashift_purity1.0_seed0/314.yaml,straw(glass),straw(cup),0.0,0.5,0.5
VisDiff-MetaShift,125,,configs/sweep_metashift_purity1.0_seed0/315.yaml,glass(table),glass(bottle),0.0,0.0,0.0
VisDiff-MetaShift,90,,configs/sweep_metashift_purity1.0_seed0/316.yaml,glass(bottle),glass(sink),0.0,0.5,0.5
VisDiff-MetaShift,125,,configs/sweep_metashift_purity1.0_seed0/317.yaml,glass(pizza),glass(drink),0.5,0.5,0.5
VisDiff-MetaShift,95,,configs/sweep_metashift_purity1.0_seed0/318.yaml,glass(wine),glass(pizza),0.5,1.0,1.0
VisDiff-MetaShift,125,,configs/sweep_metashift_purity1.0_seed0/319.yaml,glass(man),glass(bowl),0.0,0.5,0.5
VisDiff-MetaShift,127,,configs/sweep_metashift_purity1.0_seed0/320.yaml,wine(plate),wine(table),0.0,0.0,0.0
VisDiff-MetaShift,125,,configs/sweep_metashift_purity1.0_seed0/321.yaml,wine(glass),wine(wine glass),0.0,0.0,0.0
VisDiff-MetaShift,82,,configs/sweep_metashift_purity1.0_seed0/322.yaml,wine(glass),wine(man),0.0,0.0,0.0
VisDiff-MetaShift,82,,configs/sweep_metashift_purity1.0_seed0/323.yaml,wine(woman),wine(table),0.0,1.0,1.0
VisDiff-MetaShift,98,,configs/sweep_metashift_purity1.0_seed0/324.yaml,wine(table),wine(bottle),0.0,0.0,0.0
VisDiff-MetaShift,120,,configs/sweep_metashift_purity1.0_seed0/325.yaml,roof(house),roof(snow),0.0,0.0,0.0
VisDiff-MetaShift,119,,configs/sweep_metashift_purity1.0_seed0/326.yaml,roof(building),roof(man),0.0,1.0,1.0
VisDiff-MetaShift,75,,configs/sweep_metashift_purity1.0_seed0/327.yaml,roof(train),roof(snow),0.5,0.5,0.5
VisDiff-MetaShift,77,,configs/sweep_metashift_purity1.0_seed0/328.yaml,roof(clock),roof(snow),1.0,1.0,1.0
VisDiff-MetaShift,80,,configs/sweep_metashift_purity1.0_seed0/329.yaml,roof(chimney),roof(snow),0.0,0.5,0.5
VisDiff-MetaShift,117,,configs/sweep_metashift_purity1.0_seed0/330.yaml,clouds(sun),clouds(kite),0.5,0.5,0.5
VisDiff-MetaShift,92,,configs/sweep_metashift_purity1.0_seed0/331.yaml,clouds(airplane),clouds(sun),0.0,0.5,0.5
VisDiff-MetaShift,79,,configs/sweep_metashift_purity1.0_seed0/332.yaml,clouds(sky),clouds(sun),0.0,0.0,0.0
VisDiff-MetaShift,70,,configs/sweep_metashift_purity1.0_seed0/333.yaml,clouds(sky),clouds(trees),0.0,0.0,0.0
VisDiff-MetaShift,64,,configs/sweep_metashift_purity1.0_seed0/334.yaml,clouds(trees),clouds(airplane),0.0,0.0,0.0
VisDiff-MetaShift,121,,configs/sweep_metashift_purity1.0_seed0/335.yaml,cow(grass),cow(ground),0.5,0.5,0.5
VisDiff-MetaShift,116,,configs/sweep_metashift_purity1.0_seed0/336.yaml,cow(fence),cow(tree),0.5,1.0,1.0
VisDiff-MetaShift,51,,configs/sweep_metashift_purity1.0_seed0/337.yaml,cow(grass),cow(fence),0.0,0.5,0.5
VisDiff-MetaShift,75,,configs/sweep_metashift_purity1.0_seed0/338.yaml,cow(man),cow(tree),0.0,0.5,0.5
VisDiff-MetaShift,53,,configs/sweep_metashift_purity1.0_seed0/339.yaml,cow(ground),cow(fence),0.0,0.5,0.5
VisDiff-MetaShift,116,,configs/sweep_metashift_purity1.0_seed0/340.yaml,field(grass),field(woman),0.5,0.5,0.5
VisDiff-MetaShift,117,,configs/sweep_metashift_purity1.0_seed0/341.yaml,field(boy),field(zebra),0.5,0.5,0.5
VisDiff-MetaShift,116,,configs/sweep_metashift_purity1.0_seed0/342.yaml,field(player),field(batter),0.5,1.0,1.0
VisDiff-MetaShift,116,,configs/sweep_metashift_purity1.0_seed0/343.yaml,field(trees),field(bench),0.0,0.0,0.0
VisDiff-MetaShift,77,,configs/sweep_metashift_purity1.0_seed0/344.yaml,field(house),field(batter),0.5,0.5,0.5
VisDiff-MetaShift,122,,configs/sweep_metashift_purity1.0_seed0/345.yaml,container(bottle),container(bread),0.0,0.5,0.5
VisDiff-MetaShift,118,,configs/sweep_metashift_purity1.0_seed0/346.yaml,container(shelf),container(counter),0.0,1.0,1.0
VisDiff-MetaShift,90,,configs/sweep_metashift_purity1.0_seed0/347.yaml,container(counter),container(cabinet),0.5,0.5,0.5
VisDiff-MetaShift,117,,configs/sweep_metashift_purity1.0_seed0/348.yaml,container(fork),container(bowl),0.0,0.5,0.5
VisDiff-MetaShift,115,,configs/sweep_metashift_purity1.0_seed0/349.yaml,container(bag),container(food),0.0,0.0,0.0
VisDiff-MetaShift,114,,configs/sweep_metashift_purity1.0_seed0/350.yaml,knife(spoon),knife(cake),0.0,0.5,0.5
VisDiff-MetaShift,118,,configs/sweep_metashift_purity1.0_seed0/351.yaml,knife(glasses),knife(counter),0.0,0.0,0.0
VisDiff-MetaShift,75,,configs/sweep_metashift_purity1.0_seed0/352.yaml,knife(bottle),knife(cake),0.0,0.0,0.0
VisDiff-MetaShift,78,,configs/sweep_metashift_purity1.0_seed0/353.yaml,knife(bread),knife(counter),0.0,0.0,0.0
VisDiff-MetaShift,118,,configs/sweep_metashift_purity1.0_seed0/354.yaml,knife(napkin),knife(person),0.0,0.0,0.0
VisDiff-MetaShift,115,,configs/sweep_metashift_purity1.0_seed0/355.yaml,cat(book),cat(shelf),0.5,1.0,1.0
VisDiff-MetaShift,112,,configs/sweep_metashift_purity1.0_seed0/356.yaml,cat(keyboard),cat(screen),1.0,1.0,1.0
VisDiff-MetaShift,73,,configs/sweep_metashift_purity1.0_seed0/357.yaml,cat(book),cat(bed),1.0,1.0,1.0
VisDiff-MetaShift,113,,configs/sweep_metashift_purity1.0_seed0/358.yaml,cat(floor),cat(collar),0.0,0.5,0.5
VisDiff-MetaShift,78,,configs/sweep_metashift_purity1.0_seed0/359.yaml,cat(carpet),cat(screen),0.0,0.5,0.5
VisDiff-MetaShift,116,,configs/sweep_metashift_purity1.0_seed0/360.yaml,beach(girl),beach(boat),0.5,1.0,1.0
VisDiff-MetaShift,110,,configs/sweep_metashift_purity1.0_seed0/361.yaml,beach(sky),beach(sand),0.0,0.5,0.5
VisDiff-MetaShift,74,,configs/sweep_metashift_purity1.0_seed0/362.yaml,beach(girl),beach(woman),1.0,1.0,1.0
VisDiff-MetaShift,111,,configs/sweep_metashift_purity1.0_seed0/363.yaml,beach(kite),beach(boy),1.0,1.0,1.0
VisDiff-MetaShift,73,,configs/sweep_metashift_purity1.0_seed0/364.yaml,beach(surfboard),beach(boy),0.5,1.0,1.0
VisDiff-MetaShift,116,,configs/sweep_metashift_purity1.0_seed0/365.yaml,keyboard(box),keyboard(picture),1.0,1.0,1.0
VisDiff-MetaShift,79,,configs/sweep_metashift_purity1.0_seed0/366.yaml,keyboard(box),keyboard(speaker),0.0,0.0,0.0
VisDiff-MetaShift,118,,configs/sweep_metashift_purity1.0_seed0/367.yaml,keyboard(laptop),keyboard(book),0.5,0.5,0.5
VisDiff-MetaShift,116,,configs/sweep_metashift_purity1.0_seed0/368.yaml,keyboard(man),keyboard(computer mouse),0.0,0.5,0.5
VisDiff-MetaShift,74,,configs/sweep_metashift_purity1.0_seed0/369.yaml,keyboard(laptop),keyboard(shelf),0.0,0.5,0.5
VisDiff-MetaShift,119,,configs/sweep_metashift_purity1.0_seed0/370.yaml,laptop(cell phone),laptop(picture),0.5,1.0,1.0
VisDiff-MetaShift,116,,configs/sweep_metashift_purity1.0_seed0/371.yaml,laptop(keyboard),laptop(wall),0.0,0.5,0.5
VisDiff-MetaShift,118,,configs/sweep_metashift_purity1.0_seed0/372.yaml,laptop(phone),laptop(shelf),0.0,0.5,0.5
VisDiff-MetaShift,117,,configs/sweep_metashift_purity1.0_seed0/373.yaml,laptop(pillow),laptop(person),0.5,0.5,0.5
VisDiff-MetaShift,92,,configs/sweep_metashift_purity1.0_seed0/374.yaml,laptop(glasses),laptop(pillow),0.0,0.0,0.0
VisDiff-MetaShift,116,,configs/sweep_metashift_purity1.0_seed0/375.yaml,can(man),can(bag),1.0,1.0,1.0
VisDiff-MetaShift,75,,configs/sweep_metashift_purity1.0_seed0/376.yaml,can(man),can(box),0.5,0.5,0.5
VisDiff-MetaShift,90,,configs/sweep_metashift_purity1.0_seed0/377.yaml,can(box),can(bottle),0.0,0.0,0.0
VisDiff-MetaShift,112,,configs/sweep_metashift_purity1.0_seed0/378.yaml,can(table),can(woman),0.0,0.5,0.5
VisDiff-MetaShift,75,,configs/sweep_metashift_purity1.0_seed0/379.yaml,can(box),can(person),0.0,0.0,0.0
VisDiff-MetaShift,118,,configs/sweep_metashift_purity1.0_seed0/380.yaml,cell phone(desk),cell phone(bottle),0.0,0.0,0.0
VisDiff-MetaShift,114,,configs/sweep_metashift_purity1.0_seed0/381.yaml,cell phone(girl),cell phone(chair),0.5,1.0,1.0
VisDiff-MetaShift,78,,configs/sweep_metashift_purity1.0_seed0/382.yaml,cell phone(laptop),cell phone(bottle),1.0,1.0,1.0
VisDiff-MetaShift,76,,configs/sweep_metashift_purity1.0_seed0/383.yaml,cell phone(keyboard),cell phone(bottle),0.5,0.5,0.5
VisDiff-MetaShift,73,,configs/sweep_metashift_purity1.0_seed0/384.yaml,cell phone(desk),cell phone(people),0.5,0.5,0.5
VisDiff-MetaShift,118,,configs/sweep_metashift_purity1.0_seed0/385.yaml,desk(wall),desk(speaker),0.0,0.0,0.0
VisDiff-MetaShift,114,,configs/sweep_metashift_purity1.0_seed0/386.yaml,desk(chair),desk(mouse pad),0.0,0.0,0.0
VisDiff-MetaShift,115,,configs/sweep_metashift_purity1.0_seed0/387.yaml,desk(cell phone),desk(cat),0.5,1.0,1.0
VisDiff-MetaShift,121,,configs/sweep_metashift_purity1.0_seed0/388.yaml,desk(computer mouse),desk(books),1.0,1.0,1.0
VisDiff-MetaShift,80,,configs/sweep_metashift_purity1.0_seed0/389.yaml,desk(book),desk(mouse pad),0.0,0.5,0.5
VisDiff-MetaShift,115,,configs/sweep_metashift_purity1.0_seed0/390.yaml,computer(chair),computer(table),0.5,0.5,0.5
VisDiff-MetaShift,121,,configs/sweep_metashift_purity1.0_seed0/391.yaml,computer(shelf),computer(phone),0.0,0.0,0.0
VisDiff-MetaShift,116,,configs/sweep_metashift_purity1.0_seed0/392.yaml,computer(keyboard),computer(laptop),0.0,0.0,0.0
VisDiff-MetaShift,118,,configs/sweep_metashift_purity1.0_seed0/393.yaml,computer(monitor),computer(speaker),0.0,0.5,0.5
VisDiff-MetaShift,93,,configs/sweep_metashift_purity1.0_seed0/394.yaml,computer(desk),computer(chair),0.0,1.0,1.0
VisDiff-MetaShift,111,,configs/sweep_metashift_purity1.0_seed0/395.yaml,ceiling(man),ceiling(train),0.0,0.0,0.0
VisDiff-MetaShift,70,,configs/sweep_metashift_purity1.0_seed0/396.yaml,ceiling(man),ceiling(lamp),0.0,0.0,0.0
VisDiff-MetaShift,50,,configs/sweep_metashift_purity1.0_seed0/397.yaml,ceiling(train),ceiling(lamp),0.0,0.0,0.0
VisDiff-MetaShift,112,,configs/sweep_metashift_purity1.0_seed0/398.yaml,girl(man),girl(helmet),0.0,0.0,0.0
VisDiff-MetaShift,114,,configs/sweep_metashift_purity1.0_seed0/399.yaml,girl(hat),girl(box),0.0,0.0,0.0
VisDiff-MetaShift,113,,configs/sweep_metashift_purity1.0_seed0/400.yaml,girl(pants),girl(jacket),0.0,0.0,0.0
VisDiff-MetaShift,73,,configs/sweep_metashift_purity1.0_seed0/401.yaml,girl(pants),girl(ball),0.0,0.0,0.0
VisDiff-MetaShift,112,,configs/sweep_metashift_purity1.0_seed0/402.yaml,girl(picture),girl(snow),0.0,0.5,0.5
VisDiff-MetaShift,117,,configs/sweep_metashift_purity1.0_seed0/403.yaml,chair(lady),chair(computer mouse),0.0,0.0,0.0
VisDiff-MetaShift,115,,configs/sweep_metashift_purity1.0_seed0/404.yaml,chair(picture),chair(pillow),0.0,0.0,0.0
VisDiff-MetaShift,116,,configs/sweep_metashift_purity1.0_seed0/405.yaml,chair(bag),chair(bottle),0.0,0.5,0.5
VisDiff-MetaShift,114,,configs/sweep_metashift_purity1.0_seed0/406.yaml,chair(pot),chair(bed),0.0,0.0,0.0
VisDiff-MetaShift,115,,configs/sweep_metashift_purity1.0_seed0/407.yaml,chair(dog),chair(car),0.5,0.5,0.5
VisDiff-MetaShift,116,,configs/sweep_metashift_purity1.0_seed0/408.yaml,papers(wall),papers(table),0.0,0.5,0.5
VisDiff-MetaShift,77,,configs/sweep_metashift_purity1.0_seed0/409.yaml,papers(keyboard),papers(table),0.0,1.0,1.0
VisDiff-MetaShift,77,,configs/sweep_metashift_purity1.0_seed0/410.yaml,papers(desk),papers(table),0.0,1.0,1.0
VisDiff-MetaShift,75,,configs/sweep_metashift_purity1.0_seed0/411.yaml,papers(desk),papers(man),1.0,1.0,1.0
VisDiff-MetaShift,51,,configs/sweep_metashift_purity1.0_seed0/412.yaml,papers(man),papers(table),0.5,0.5,0.5
VisDiff-MetaShift,113,,configs/sweep_metashift_purity1.0_seed0/413.yaml,collar(shirt),collar(cat),0.0,0.0,0.0
VisDiff-MetaShift,90,,configs/sweep_metashift_purity1.0_seed0/414.yaml,collar(cat),collar(dog),0.0,0.0,0.0
VisDiff-MetaShift,35,,configs/sweep_metashift_purity1.0_seed0/415.yaml,collar(shirt),collar(dog),0.5,0.5,0.5
